"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02339V02812","County","UNIT","VALUE"
"HSA10","New House Registrations","2009","2009","21","Mayo","Number","19"
"HSA10","New House Registrations","2009","2009","22","Roscommon","Number","45"
"HSA10","New House Registrations","2009","2009","23","Sligo","Number","185"
"HSA10","New House Registrations","2009","2009","24","Cavan","Number","64"
"HSA10","New House Registrations","2009","2009","25","Donegal","Number","32"
"HSA10","New House Registrations","2009","2009","26","Monaghan","Number","51"
"HSA10","New House Registrations","2010","2010","-","All Counties","Number","1680"
"HSA10","New House Registrations","2010","2010","01","Carlow","Number","37"
"HSA10","New House Registrations","2010","2010","02","Dublin","Number","318"
"HSA10","New House Registrations","2010","2010","03","Kildare","Number","114"
"HSA10","New House Registrations","2010","2010","04","Kilkenny","Number","28"
"HSA10","New House Registrations","2010","2010","05","Laois","Number","28"
"HSA10","New House Registrations","2010","2010","06","Longford","Number","3"
"HSA10","New House Registrations","2010","2010","07","Louth","Number","50"
"HSA10","New House Registrations","2010","2010","08","Meath","Number","87"
"HSA10","New House Registrations","2010","2010","09","Offaly","Number","27"
"HSA10","New House Registrations","2010","2010","10","Westmeath","Number","14"
"HSA10","New House Registrations","2010","2010","11","Wexford","Number","91"
"HSA10","New House Registrations","2010","2010","12","Wicklow","Number","52"
"HSA10","New House Registrations","2010","2010","13","Clare","Number","35"
"HSA10","New House Registrations","2010","2010","14","Cork","Number","358"
"HSA10","New House Registrations","2010","2010","15","Kerry","Number","57"
"HSA10","New House Registrations","2010","2010","16","Limerick","Number","55"
"HSA10","New House Registrations","2010","2010","17","Tipperary","Number","83"
"HSA10","New House Registrations","2010","2010","18","Waterford","Number","18"
"HSA10","New House Registrations","2010","2010","19","Galway","Number","31"
"HSA10","New House Registrations","2010","2010","20","Leitrim","Number","2"
"HSA10","New House Registrations","2010","2010","21","Mayo","Number","66"
"HSA10","New House Registrations","2010","2010","22","Roscommon","Number","9"
"HSA10","New House Registrations","2010","2010","23","Sligo","Number","34"
"HSA10","New House Registrations","2010","2010","24","Cavan","Number","2"
"HSA10","New House Registrations","2010","2010","25","Donegal","Number","67"
"HSA10","New House Registrations","2010","2010","26","Monaghan","Number","14"
"HSA10","New House Registrations","2011","2011","-","All Counties","Number","834"
"HSA10","New House Registrations","2011","2011","01","Carlow","Number","17"
"HSA10","New House Registrations","2011","2011","02","Dublin","Number","140"
"HSA10","New House Registrations","2011","2011","03","Kildare","Number","45"
"HSA10","New House Registrations","2011","2011","04","Kilkenny","Number","43"
"HSA10","New House Registrations","2011","2011","05","Laois","Number","10"
"HSA10","New House Registrations","2011","2011","06","Longford","Number","0"
"HSA10","New House Registrations","2011","2011","07","Louth","Number","22"
"HSA10","New House Registrations","2011","2011","08","Meath","Number","40"
"HSA10","New House Registrations","2011","2011","09","Offaly","Number","24"
"HSA10","New House Registrations","2011","2011","10","Westmeath","Number","5"
"HSA10","New House Registrations","2011","2011","11","Wexford","Number","9"
"HSA10","New House Registrations","2011","2011","12","Wicklow","Number","25"
"HSA10","New House Registrations","2011","2011","13","Clare","Number","14"
"HSA10","New House Registrations","2011","2011","14","Cork","Number","247"
"HSA10","New House Registrations","2011","2011","15","Kerry","Number","47"
"HSA10","New House Registrations","2011","2011","16","Limerick","Number","34"
"HSA10","New House Registrations","2011","2011","17","Tipperary","Number","26"
"HSA10","New House Registrations","2011","2011","18","Waterford","Number","20"
"HSA10","New House Registrations","2011","2011","19","Galway","Number","29"
"HSA10","New House Registrations","2011","2011","20","Leitrim","Number","1"
"HSA10","New House Registrations","2011","2011","21","Mayo","Number","6"
"HSA10","New House Registrations","2011","2011","22","Roscommon","Number","4"
"HSA10","New House Registrations","2011","2011","23","Sligo","Number","12"
"HSA10","New House Registrations","2011","2011","24","Cavan","Number","1"
"HSA10","New House Registrations","2011","2011","25","Donegal","Number","5"
"HSA10","New House Registrations","2011","2011","26","Monaghan","Number","8"
"HSA10","New House Registrations","2012","2012","-","All Counties","Number","627"
"HSA10","New House Registrations","2012","2012","01","Carlow","Number","1"
"HSA10","New House Registrations","2012","2012","02","Dublin","Number","142"
"HSA10","New House Registrations","2012","2012","03","Kildare","Number","62"
"HSA10","New House Registrations","2012","2012","04","Kilkenny","Number","8"
"HSA10","New House Registrations","2012","2012","05","Laois","Number","8"
"HSA10","New House Registrations","2012","2012","06","Longford","Number","1"
"HSA10","New House Registrations","2012","2012","07","Louth","Number","106"
"HSA10","New House Registrations","2012","2012","08","Meath","Number","20"
"HSA10","New House Registrations","2012","2012","09","Offaly","Number","12"
"HSA10","New House Registrations","2012","2012","10","Westmeath","Number","3"
"HSA10","New House Registrations","2012","2012","11","Wexford","Number","15"
"HSA10","New House Registrations","2012","2012","12","Wicklow","Number","28"
"HSA10","New House Registrations","2012","2012","13","Clare","Number","6"
"HSA10","New House Registrations","2012","2012","14","Cork","Number","140"
"HSA10","New House Registrations","2012","2012","15","Kerry","Number","25"
"HSA10","New House Registrations","2012","2012","16","Limerick","Number","10"
"HSA10","New House Registrations","2012","2012","17","Tipperary","Number","12"
"HSA10","New House Registrations","2012","2012","18","Waterford","Number","6"
"HSA10","New House Registrations","2012","2012","19","Galway","Number","10"
"HSA10","New House Registrations","2012","2012","20","Leitrim","Number","0"
"HSA10","New House Registrations","2012","2012","21","Mayo","Number","4"
"HSA10","New House Registrations","2012","2012","22","Roscommon","Number","0"
"HSA10","New House Registrations","2012","2012","23","Sligo","Number","2"
"HSA10","New House Registrations","2012","2012","24","Cavan","Number","1"
"HSA10","New House Registrations","2012","2012","25","Donegal","Number","3"
"HSA10","New House Registrations","2012","2012","26","Monaghan","Number","2"
"HSA10","New House Registrations","2013","2013","-","All Counties","Number","1326"
"HSA10","New House Registrations","2013","2013","01","Carlow","Number","2"
"HSA10","New House Registrations","2013","2013","02","Dublin","Number","675"
"HSA10","New House Registrations","2013","2013","03","Kildare","Number","118"
"HSA10","New House Registrations","2013","2013","04","Kilkenny","Number","8"
"HSA10","New House Registrations","2013","2013","05","Laois","Number","8"
"HSA10","New House Registrations","2013","2013","06","Longford","Number","1"
"HSA10","New House Registrations","2013","2013","07","Louth","Number","35"
"HSA10","New House Registrations","2013","2013","08","Meath","Number","59"
"HSA10","New House Registrations","2013","2013","09","Offaly","Number","6"
"HSA10","New House Registrations","2013","2013","10","Westmeath","Number","4"
"HSA10","New House Registrations","2013","2013","11","Wexford","Number","6"
"HSA10","New House Registrations","2013","2013","12","Wicklow","Number","44"
"HSA10","New House Registrations","2013","2013","13","Clare","Number","5"
"HSA10","New House Registrations","2013","2013","14","Cork","Number","197"
"HSA10","New House Registrations","2013","2013","15","Kerry","Number","25"
"HSA10","New House Registrations","2013","2013","16","Limerick","Number","26"
"HSA10","New House Registrations","2013","2013","17","Tipperary","Number","9"
"HSA10","New House Registrations","2013","2013","18","Waterford","Number","13"
"HSA10","New House Registrations","2013","2013","19","Galway","Number","18"
"HSA10","New House Registrations","2013","2013","20","Leitrim","Number","0"
"HSA10","New House Registrations","2013","2013","21","Mayo","Number","38"
"HSA10","New House Registrations","2013","2013","22","Roscommon","Number","1"
"HSA10","New House Registrations","2013","2013","23","Sligo","Number","2"
"HSA10","New House Registrations","2013","2013","24","Cavan","Number","0"
"HSA10","New House Registrations","2013","2013","25","Donegal","Number","23"
"HSA10","New House Registrations","2013","2013","26","Monaghan","Number","3"
"HSA10","New House Registrations","2014","2014","-","All Counties","Number","2574"
"HSA10","New House Registrations","2014","2014","01","Carlow","Number","26"
"HSA10","New House Registrations","2014","2014","02","Dublin","Number","1339"
"HSA10","New House Registrations","2014","2014","03","Kildare","Number","337"
"HSA10","New House Registrations","2014","2014","04","Kilkenny","Number","6"
"HSA10","New House Registrations","2014","2014","05","Laois","Number","3"
"HSA10","New House Registrations","2014","2014","06","Longford","Number","0"
"HSA10","New House Registrations","2014","2014","07","Louth","Number","23"
"HSA10","New House Registrations","2014","2014","08","Meath","Number","170"
"HSA10","New House Registrations","2014","2014","09","Offaly","Number","21"
"HSA10","New House Registrations","2014","2014","10","Westmeath","Number","12"
"HSA10","New House Registrations","2014","2014","11","Wexford","Number","36"
"HSA10","New House Registrations","2014","2014","12","Wicklow","Number","121"
"HSA10","New House Registrations","2014","2014","13","Clare","Number","8"
"HSA10","New House Registrations","2014","2014","14","Cork","Number","297"
"HSA10","New House Registrations","2014","2014","15","Kerry","Number","28"
"HSA10","New House Registrations","2014","2014","16","Limerick","Number","24"
"HSA10","New House Registrations","2014","2014","17","Tipperary","Number","15"
"HSA10","New House Registrations","2014","2014","18","Waterford","Number","55"
"HSA10","New House Registrations","2014","2014","19","Galway","Number","32"
"HSA10","New House Registrations","2014","2014","20","Leitrim","Number","0"
"HSA10","New House Registrations","2014","2014","21","Mayo","Number","0"
"HSA10","New House Registrations","2014","2014","22","Roscommon","Number","0"
"HSA10","New House Registrations","2014","2014","23","Sligo","Number","0"
"HSA10","New House Registrations","2014","2014","24","Cavan","Number","2"
"HSA10","New House Registrations","2014","2014","25","Donegal","Number","11"
"HSA10","New House Registrations","2014","2014","26","Monaghan","Number","8"
"HSA10","New House Registrations","2015","2015","-","All Counties","Number","4297"
"HSA10","New House Registrations","2015","2015","01","Carlow","Number","6"
"HSA10","New House Registrations","2015","2015","02","Dublin","Number","2535"
"HSA10","New House Registrations","2015","2015","03","Kildare","Number","448"
"HSA10","New House Registrations","2015","2015","04","Kilkenny","Number","16"
"HSA10","New House Registrations","2015","2015","05","Laois","Number","0"
"HSA10","New House Registrations","2015","2015","06","Longford","Number","0"
"HSA10","New House Registrations","2015","2015","07","Louth","Number","55"
"HSA10","New House Registrations","2015","2015","08","Meath","Number","163"
"HSA10","New House Registrations","2015","2015","09","Offaly","Number","4"
"HSA10","New House Registrations","2015","2015","10","Westmeath","Number","18"
"HSA10","New House Registrations","2015","2015","11","Wexford","Number","77"
"HSA10","New House Registrations","2015","2015","12","Wicklow","Number","182"
"HSA10","New House Registrations","2015","2015","13","Clare","Number","25"
"HSA10","New House Registrations","2015","2015","14","Cork","Number","479"
"HSA10","New House Registrations","2015","2015","15","Kerry","Number","19"
"HSA10","New House Registrations","2015","2015","16","Limerick","Number","100"
"HSA10","New House Registrations","2015","2015","17","Tipperary","Number","13"
"HSA10","New House Registrations","2015","2015","18","Waterford","Number","42"
"HSA10","New House Registrations","2015","2015","19","Galway","Number","59"
"HSA10","New House Registrations","2015","2015","20","Leitrim","Number","1"
"HSA10","New House Registrations","2015","2015","21","Mayo","Number","22"
"HSA10","New House Registrations","2015","2015","22","Roscommon","Number","8"
"HSA10","New House Registrations","2015","2015","23","Sligo","Number","0"
"HSA10","New House Registrations","2015","2015","24","Cavan","Number","0"
"HSA10","New House Registrations","2015","2015","25","Donegal","Number","15"
"HSA10","New House Registrations","2015","2015","26","Monaghan","Number","10"
"HSA10","New House Registrations","2016","2016","-","All Counties","Number","5626"
"HSA10","New House Registrations","2016","2016","01","Carlow","Number","10"
"HSA10","New House Registrations","2016","2016","02","Dublin","Number","2905"
"HSA10","New House Registrations","2016","2016","03","Kildare","Number","531"
"HSA10","New House Registrations","2016","2016","04","Kilkenny","Number","20"
"HSA10","New House Registrations","2016","2016","05","Laois","Number","1"
"HSA10","New House Registrations","2016","2016","06","Longford","Number","0"
"HSA10","New House Registrations","2016","2016","07","Louth","Number","46"
"HSA10","New House Registrations","2016","2016","08","Meath","Number","532"
"HSA10","New House Registrations","2016","2016","09","Offaly","Number","7"
"HSA10","New House Registrations","2016","2016","10","Westmeath","Number","3"
"HSA10","New House Registrations","2016","2016","11","Wexford","Number","109"
"HSA10","New House Registrations","2016","2016","12","Wicklow","Number","290"
"HSA10","New House Registrations","2016","2016","13","Clare","Number","49"
"HSA10","New House Registrations","2016","2016","14","Cork","Number","665"
"HSA10","New House Registrations","2016","2016","15","Kerry","Number","34"
"HSA10","New House Registrations","2016","2016","16","Limerick","Number","163"
"HSA10","New House Registrations","2016","2016","17","Tipperary","Number","21"
"HSA10","New House Registrations","2016","2016","18","Waterford","Number","148"
"HSA10","New House Registrations","2016","2016","19","Galway","Number","53"
"HSA10","New House Registrations","2016","2016","20","Leitrim","Number","0"
"HSA10","New House Registrations","2016","2016","21","Mayo","Number","14"
"HSA10","New House Registrations","2016","2016","22","Roscommon","Number","3"
"HSA10","New House Registrations","2016","2016","23","Sligo","Number","0"
"HSA10","New House Registrations","2016","2016","24","Cavan","Number","0"
"HSA10","New House Registrations","2016","2016","25","Donegal","Number","18"
"HSA10","New House Registrations","2016","2016","26","Monaghan","Number","4"
"HSA10","New House Registrations","2017","2017","-","All Counties","Number","9466"
"HSA10","New House Registrations","2017","2017","01","Carlow","Number","14"
"HSA10","New House Registrations","2017","2017","02","Dublin","Number","5063"
"HSA10","New House Registrations","2017","2017","03","Kildare","Number","767"
"HSA10","New House Registrations","2017","2017","04","Kilkenny","Number","7"
"HSA10","New House Registrations","2017","2017","05","Laois","Number","2"
"HSA10","New House Registrations","2017","2017","06","Longford","Number","0"
"HSA10","New House Registrations","2017","2017","07","Louth","Number","164"
"HSA10","New House Registrations","2017","2017","08","Meath","Number","1122"
"HSA10","New House Registrations","2017","2017","09","Offaly","Number","7"
"HSA10","New House Registrations","2017","2017","10","Westmeath","Number","14"
"HSA10","New House Registrations","2017","2017","11","Wexford","Number","206"
"HSA10","New House Registrations","2017","2017","12","Wicklow","Number","347"
"HSA10","New House Registrations","2017","2017","13","Clare","Number","71"
"HSA10","New House Registrations","2017","2017","14","Cork","Number","997"
"HSA10","New House Registrations","2017","2017","15","Kerry","Number","58"
"HSA10","New House Registrations","2017","2017","16","Limerick","Number","204"
"HSA10","New House Registrations","2017","2017","17","Tipperary","Number","20"
"HSA10","New House Registrations","2017","2017","18","Waterford","Number","196"
"HSA10","New House Registrations","2017","2017","19","Galway","Number","143"
"HSA10","New House Registrations","2017","2017","20","Leitrim","Number","0"
"HSA10","New House Registrations","2017","2017","21","Mayo","Number","12"
"HSA10","New House Registrations","2017","2017","22","Roscommon","Number","28"
"HSA10","New House Registrations","2017","2017","23","Sligo","Number","10"
"HSA10","New House Registrations","2017","2017","24","Cavan","Number","1"
"HSA10","New House Registrations","2017","2017","25","Donegal","Number","4"
"HSA10","New House Registrations","2017","2017","26","Monaghan","Number","9"
"HSA10","New House Registrations","2018","2018","-","All Counties","Number","10265"
"HSA10","New House Registrations","2018","2018","01","Carlow","Number","60"
"HSA10","New House Registrations","2018","2018","02","Dublin","Number","4452"
"HSA10","New House Registrations","2018","2018","03","Kildare","Number","1041"
"HSA10","New House Registrations","2018","2018","04","Kilkenny","Number","56"
"HSA10","New House Registrations","2018","2018","05","Laois","Number","0"
"HSA10","New House Registrations","2018","2018","06","Longford","Number","0"
"HSA10","New House Registrations","2018","2018","07","Louth","Number","305"
"HSA10","New House Registrations","2018","2018","08","Meath","Number","1247"
"HSA10","New House Registrations","2018","2018","09","Offaly","Number","18"
"HSA10","New House Registrations","2018","2018","10","Westmeath","Number","39"
"HSA10","New House Registrations","2018","2018","11","Wexford","Number","300"
"HSA10","New House Registrations","2018","2018","12","Wicklow","Number","462"
"HSA10","New House Registrations","2018","2018","13","Clare","Number","119"
"HSA10","New House Registrations","2018","2018","14","Cork","Number","1111"
"HSA10","New House Registrations","2018","2018","15","Kerry","Number","76"
"HSA10","New House Registrations","2018","2018","16","Limerick","Number","258"
"HSA10","New House Registrations","2018","2018","17","Tipperary","Number","53"
"HSA10","New House Registrations","2018","2018","18","Waterford","Number","358"
"HSA10","New House Registrations","2018","2018","19","Galway","Number","226"
"HSA10","New House Registrations","2018","2018","20","Leitrim","Number","0"
"HSA10","New House Registrations","2018","2018","21","Mayo","Number","54"
"HSA10","New House Registrations","2018","2018","22","Roscommon","Number","6"
"HSA10","New House Registrations","2018","2018","23","Sligo","Number","1"
"HSA10","New House Registrations","2018","2018","24","Cavan","Number","0"
"HSA10","New House Registrations","2018","2018","25","Donegal","Number","0"
"HSA10","New House Registrations","2018","2018","26","Monaghan","Number","23"
"HSA10","New House Registrations","2019","2019","-","All Counties","Number","10784"
"HSA10","New House Registrations","2019","2019","01","Carlow","Number","63"
"HSA10","New House Registrations","2019","2019","02","Dublin","Number","4417"
"HSA10","New House Registrations","2019","2019","03","Kildare","Number","1511"
"HSA10","New House Registrations","2019","2019","04","Kilkenny","Number","118"
"HSA10","New House Registrations","2019","2019","05","Laois","Number","99"
"HSA10","New House Registrations","2019","2019","06","Longford","Number","0"
"HSA10","New House Registrations","2019","2019","07","Louth","Number","162"
"HSA10","New House Registrations","2019","2019","08","Meath","Number","1113"
"HSA10","New House Registrations","2019","2019","09","Offaly","Number","75"
"HSA10","New House Registrations","2019","2019","10","Westmeath","Number","74"
"HSA10","New House Registrations","2019","2019","11","Wexford","Number","277"
"HSA10","New House Registrations","2019","2019","12","Wicklow","Number","566"
"HSA10","New House Registrations","2019","2019","13","Clare","Number","77"
"HSA10","New House Registrations","2019","2019","14","Cork","Number","1101"
"HSA10","New House Registrations","2019","2019","15","Kerry","Number","73"
"HSA10","New House Registrations","2019","2019","16","Limerick","Number","217"
"HSA10","New House Registrations","2019","2019","17","Tipperary","Number","19"
"HSA10","New House Registrations","2019","2019","18","Waterford","Number","263"
"HSA10","New House Registrations","2019","2019","19","Galway","Number","396"
"HSA10","New House Registrations","2019","2019","20","Leitrim","Number","0"
"HSA10","New House Registrations","2019","2019","21","Mayo","Number","77"
"HSA10","New House Registrations","2019","2019","22","Roscommon","Number","7"
"HSA10","New House Registrations","2019","2019","23","Sligo","Number","0"
"HSA10","New House Registrations","2019","2019","24","Cavan","Number","7"
"HSA10","New House Registrations","2019","2019","25","Donegal","Number","67"
"HSA10","New House Registrations","2019","2019","26","Monaghan","Number","5"
